Gene	average	median	min	max	Q1	Q3	var	IQR
RGS11	0.9774495666666667	0.9774495666666667	0.9774495666666667	0.9774495666666667	0.9774495666666667	0.9774495666666667	NA	0
ZNF318	0.9774005	0.9774005	0.9774005	0.9774005	0.9774005	0.9774005	NA	0
C15orf61	0.9773808	0.9773808	0.9773808	0.9773808	0.9773808	0.9773808	NA	0
LOC170425	0.9772796	0.9772796	0.9772796	0.9772796	0.9772796	0.9772796	NA	0
CEBPA	0.9772497	0.9772497	0.9772497	0.9772497	0.9772497	0.9772497	NA	0
ZNF865	0.9772426	0.9772426	0.9772426	0.9772426	0.9772426	0.9772426	NA	0
CBWD5	0.9770887	0.9770887	0.9770887	0.9770887	0.9770887	0.9770887	NA	0
MUDENG	0.9770881	0.9770881	0.9770881	0.9770881	0.9770881	0.9770881	NA	0
LOC339975	0.9770788	0.9770788	0.9770788	0.9770788	0.9770788	0.9770788	NA	0
LOC152217	0.9770171	0.9770171	0.9770171	0.9770171	0.9770171	0.9770171	NA	0
BMP1	0.9770161	0.9770161	0.9770161	0.9770161	0.9770161	0.9770161	NA	0
NINJ1	0.976987	0.976987	0.976987	0.976987	0.976987	0.976987	NA	0
MAN1A1	0.9767741	0.9767741	0.9767741	0.9767741	0.9767741	0.9767741	NA	0
WRNIP1	0.9766795333333333	0.9766795333333333	0.9766795333333333	0.9766795333333333	0.9766795333333333	0.9766795333333333	NA	0
UBE2Q2P2	0.976673	0.976673	0.976673	0.976673	0.976673	0.976673	NA	0
FLJ16779	0.9766256285714285	0.9766256285714285	0.9766256285714285	0.9766256285714285	0.9766256285714285	0.9766256285714285	NA	0
SLC44A5	0.976599669081748	0.976599669081748	0.976599669081748	0.976599669081748	0.976599669081748	0.976599669081748	NA	0
FKBP6	0.9765504333333334	0.9765504333333334	0.9765504333333334	0.9765504333333334	0.9765504333333334	0.9765504333333334	NA	0
KIAA0247	0.97650095	0.97650095	0.97650095	0.97650095	0.97650095	0.97650095	NA	0
UCKL1	0.9764542	0.9764542	0.9764542	0.9764542	0.9764542	0.9764542	NA	0
NOL12	0.9764381	0.9764381	0.9764381	0.9764381	0.9764381	0.9764381	NA	0
BC037904;ARAP2	0.9764185	0.9764185	0.9764185	0.9764185	0.9764185	0.9764185	NA	0
POM121L1P	0.97635006	0.97635006	0.97635006	0.97635006	0.97635006	0.97635006	NA	0
KRTAP10-6	0.9763436	0.9763436	0.9763436	0.9763436	0.9763436	0.9763436	NA	0
TDP2	0.9763299	0.9763299	0.9763299	0.9763299	0.9763299	0.9763299	NA	0
PTCHD2	0.976306731769791	0.976306731769791	0.976306731769791	0.976306731769791	0.976306731769791	0.976306731769791	NA	0
JA429801	0.9762123372399845	0.9762123372399845	0.9762123372399845	0.9762123372399845	0.9762123372399845	0.9762123372399845	NA	0
PARD6A	0.9761909666666666	0.9761909666666666	0.9761909666666666	0.9761909666666666	0.9761909666666666	0.9761909666666666	NA	0
ELAVL1	0.9761779	0.9761779	0.9761779	0.9761779	0.9761779	0.9761779	NA	0
KCNC4	0.976141791638137	0.976141791638137	0.976141791638137	0.976141791638137	0.976141791638137	0.976141791638137	NA	0
LARP6	0.9759738	0.9759738	0.9759738	0.9759738	0.9759738	0.9759738	NA	0
PWWP2B	0.9758878666666667	0.9758878666666667	0.9758878666666667	0.9758878666666667	0.9758878666666667	0.9758878666666667	NA	0
MKL1	0.9758806625	0.9758806625	0.9758806625	0.9758806625	0.9758806625	0.9758806625	NA	0
GTF3C1	0.97573886	0.97573886	0.97573886	0.97573886	0.97573886	0.97573886	NA	0
RRP1B	0.9756895	0.9756895	0.9756895	0.9756895	0.9756895	0.9756895	NA	0
INSIG1	0.97567626	0.97567626	0.97567626	0.97567626	0.97567626	0.97567626	NA	0
MAP4K2	0.9755483	0.9755483	0.9755483	0.9755483	0.9755483	0.9755483	NA	0
CTSA	0.97549145	0.97549145	0.97549145	0.97549145	0.97549145	0.97549145	NA	0
PRKACB	0.975182627839488	0.975182627839488	0.975182627839488	0.975182627839488	0.975182627839488	0.975182627839488	NA	0
IGDCC3	0.9751399	0.9751399	0.9751399	0.9751399	0.9751399	0.9751399	NA	0
MIR138-2	0.9751054	0.9751054	0.9751054	0.9751054	0.9751054	0.9751054	NA	0
C16orf7	0.97508836	0.97508836	0.97508836	0.97508836	0.97508836	0.97508836	NA	0
HIGD2B	0.97491515	0.97491515	0.97491515	0.97491515	0.97491515	0.97491515	NA	0
CSNK2A2	0.9748588666666667	0.9748588666666667	0.9748588666666667	0.9748588666666667	0.9748588666666667	0.9748588666666667	NA	0
ZNF764	0.9748419571428572	0.9748419571428572	0.9748419571428572	0.9748419571428572	0.9748419571428572	0.9748419571428572	NA	0
AK130486	0.9748404	0.9748404	0.9748404	0.9748404	0.9748404	0.9748404	NA	0
HCCS	0.9747004142933263	0.9747004142933263	0.9747004142933263	0.9747004142933263	0.9747004142933263	0.9747004142933263	NA	0
PKD2	0.97469105	0.97469105	0.97469105	0.97469105	0.97469105	0.97469105	NA	0
PSMG1	0.9746878777777778	0.9746878777777778	0.9746878777777778	0.9746878777777778	0.9746878777777778	0.9746878777777778	NA	0
CERCAM	0.9746378499999999	0.9746378499999999	0.9746378499999999	0.9746378499999999	0.9746378499999999	0.9746378499999999	NA	0
GRIN3B	0.9746037	0.9746037	0.9746037	0.9746037	0.9746037	0.9746037	NA	0
BC133018	0.9745562	0.9745562	0.9745562	0.9745562	0.9745562	0.9745562	NA	0
BC093903	0.9745235999999999	0.9745235999999999	0.9745235999999999	0.9745235999999999	0.9745235999999999	0.9745235999999999	NA	0
DQ588877	0.9745226	0.9745226	0.9745226	0.9745226	0.9745226	0.9745226	NA	0
FBXO32	0.9744843285714285	0.9744843285714285	0.9744843285714285	0.9744843285714285	0.9744843285714285	0.9744843285714285	NA	0
LOC645513	0.9744615000000001	0.9744615000000001	0.9744615000000001	0.9744615000000001	0.9744615000000001	0.9744615000000001	NA	0
ATAD3A	0.9744105134510478	0.9744105134510478	0.9744105134510478	0.9744105134510478	0.9744105134510478	0.9744105134510478	NA	0
RMND5A	0.9743638	0.9743638	0.9743638	0.9743638	0.9743638	0.9743638	NA	0
SHC2	0.9742268	0.9742268	0.9742268	0.9742268	0.9742268	0.9742268	NA	0
ARNTL2	0.97420745	0.97420745	0.97420745	0.97420745	0.97420745	0.97420745	NA	0
FAM207A	0.9742062	0.9742062	0.9742062	0.9742062	0.9742062	0.9742062	NA	0
DDX31	0.9742039	0.9742039	0.9742039	0.9742039	0.9742039	0.9742039	NA	0
EXT1	0.974180475	0.974180475	0.974180475	0.974180475	0.974180475	0.974180475	NA	0
UNQ2560	0.9741622	0.9741622	0.9741622	0.9741622	0.9741622	0.9741622	NA	0
CDKN1B	0.9741462	0.9741462	0.9741462	0.9741462	0.9741462	0.9741462	NA	0
LOC145783	0.9741172	0.9741172	0.9741172	0.9741172	0.9741172	0.9741172	NA	0
RAB8B	0.9740928799999999	0.9740928799999999	0.9740928799999999	0.9740928799999999	0.9740928799999999	0.9740928799999999	NA	0
SPCS1	0.9740658	0.9740658	0.9740658	0.9740658	0.9740658	0.9740658	NA	0
LOC116437	0.9740547	0.9740547	0.9740547	0.9740547	0.9740547	0.9740547	NA	0
SRM	0.9740383050230287	0.9740383050230287	0.9740383050230287	0.9740383050230287	0.9740383050230287	0.9740383050230287	NA	0
FAM49B	0.9740249714285715	0.9740249714285715	0.9740249714285715	0.9740249714285715	0.9740249714285715	0.9740249714285715	NA	0
TM6SF2	0.97399265	0.97399265	0.97399265	0.97399265	0.97399265	0.97399265	NA	0
APCDD1	0.9739392499999999	0.9739392499999999	0.9739392499999999	0.9739392499999999	0.9739392499999999	0.9739392499999999	NA	0
HGS	0.973915825	0.973915825	0.973915825	0.973915825	0.973915825	0.973915825	NA	0
RRNAD1	0.9738946597893596	0.9738946597893596	0.9738946597893596	0.9738946597893596	0.9738946597893596	0.9738946597893596	NA	0
MIR337	0.9738671	0.9738671	0.9738671	0.9738671	0.9738671	0.9738671	NA	0
KIF21B	0.973816985452005	0.973816985452005	0.973816985452005	0.973816985452005	0.973816985452005	0.973816985452005	NA	0
ECEL1P2	0.9737871	0.9737871	0.9737871	0.9737871	0.9737871	0.9737871	NA	0
TRIM24	0.9737429	0.9737429	0.9737429	0.9737429	0.9737429	0.9737429	NA	0
STMN3	0.973736675	0.973736675	0.973736675	0.973736675	0.973736675	0.973736675	NA	0
INSM1	0.9737308666666666	0.9737308666666666	0.9737308666666666	0.9737308666666666	0.9737308666666666	0.9737308666666666	NA	0
LOC401980;TMEM183A	0.973722753510812	0.973722753510812	0.973722753510812	0.973722753510812	0.973722753510812	0.973722753510812	NA	0
WDR45L	0.9736188	0.9736188	0.9736188	0.9736188	0.9736188	0.9736188	NA	0
LOC643837	0.9736096519170823	0.9736096519170823	0.9736096519170823	0.9736096519170823	0.9736096519170823	0.9736096519170823	NA	0
TCEB2	0.9735638	0.9735638	0.9735638	0.9735638	0.9735638	0.9735638	NA	0
AK296947	0.9735154	0.9735154	0.9735154	0.9735154	0.9735154	0.9735154	NA	0
SIK2	0.9735002	0.9735002	0.9735002	0.9735002	0.9735002	0.9735002	NA	0
KLHL18	0.9734929	0.9734929	0.9734929	0.9734929	0.9734929	0.9734929	NA	0
ZBTB24	0.9734426	0.9734426	0.9734426	0.9734426	0.9734426	0.9734426	NA	0
BTG3	0.9734161333333333	0.9734161333333333	0.9734161333333333	0.9734161333333333	0.9734161333333333	0.9734161333333333	NA	0
SLCO2A1	0.9733472333333333	0.9733472333333333	0.9733472333333333	0.9733472333333333	0.9733472333333333	0.9733472333333333	NA	0
AK294743	0.9733282	0.9733282	0.9733282	0.9733282	0.9733282	0.9733282	NA	0
JPH1	0.97318595	0.97318595	0.97318595	0.97318595	0.97318595	0.97318595	NA	0
AX746733	0.9729798	0.9729798	0.9729798	0.9729798	0.9729798	0.9729798	NA	0
AL133568	0.9727618	0.9727618	0.9727618	0.9727618	0.9727618	0.9727618	NA	0
PDIA3	0.9726073	0.9726073	0.9726073	0.9726073	0.9726073	0.9726073	NA	0
C19orf73	0.9722932333333333	0.9722932333333333	0.9722932333333333	0.9722932333333333	0.9722932333333333	0.9722932333333333	NA	0
NLN	0.9722072749999999	0.9722072749999999	0.9722072749999999	0.9722072749999999	0.9722072749999999	0.9722072749999999	NA	0
SYT9	0.97212314	0.97212314	0.97212314	0.97212314	0.97212314	0.97212314	NA	0
ITGB5	0.97206825	0.97206825	0.97206825	0.97206825	0.97206825	0.97206825	NA	0
WBSCR22	0.9719980571428571	0.9719980571428571	0.9719980571428571	0.9719980571428571	0.9719980571428571	0.9719980571428571	NA	0
C6orf70	0.9718913499999999	0.9718913499999999	0.9718913499999999	0.9718913499999999	0.9718913499999999	0.9718913499999999	NA	0
FLJ00326	0.9718712	0.9718712	0.9718712	0.9718712	0.9718712	0.9718712	NA	0
UPK3BL	0.9718034	0.9718034	0.9718034	0.9718034	0.9718034	0.9718034	NA	0
LRRC46	0.9716416	0.9716416	0.9716416	0.9716416	0.9716416	0.9716416	NA	0
DL491750	0.9716169	0.9716169	0.9716169	0.9716169	0.9716169	0.9716169	NA	0
C17orf96	0.971582525	0.971582525	0.971582525	0.971582525	0.971582525	0.971582525	NA	0
GALNS	0.971552	0.971552	0.971552	0.971552	0.971552	0.971552	NA	0
GSG2	0.9714909	0.9714909	0.9714909	0.9714909	0.9714909	0.9714909	NA	0
TMEM104	0.971329075	0.971329075	0.971329075	0.971329075	0.971329075	0.971329075	NA	0
COX4I1	0.9711945500000001	0.9711945500000001	0.9711945500000001	0.9711945500000001	0.9711945500000001	0.9711945500000001	NA	0
TACC3	0.9711701	0.9711701	0.9711701	0.9711701	0.9711701	0.9711701	NA	0
HEATR7A	0.9711102	0.9711102	0.9711102	0.9711102	0.9711102	0.9711102	NA	0
BC043227	0.9710303	0.9710303	0.9710303	0.9710303	0.9710303	0.9710303	NA	0
GNPTG	0.970925725	0.970925725	0.970925725	0.970925725	0.970925725	0.970925725	NA	0
LOC644172	0.9709232	0.9709232	0.9709232	0.9709232	0.9709232	0.9709232	NA	0
CNIH2	0.9709001	0.9709001	0.9709001	0.9709001	0.9709001	0.9709001	NA	0
MFI2-AS1	0.9708898	0.9708898	0.9708898	0.9708898	0.9708898	0.9708898	NA	0
ISOC1	0.97083262	0.97083262	0.97083262	0.97083262	0.97083262	0.97083262	NA	0
MIR3189	0.9708132	0.9708132	0.9708132	0.9708132	0.9708132	0.9708132	NA	0
RYK	0.9706589	0.9706589	0.9706589	0.9706589	0.9706589	0.9706589	NA	0
ANKRD62	0.97065645	0.97065645	0.97065645	0.97065645	0.97065645	0.97065645	NA	0
LY6E	0.9706471	0.9706471	0.9706471	0.9706471	0.9706471	0.9706471	NA	0
PITHD1	0.970534376560679	0.970534376560679	0.970534376560679	0.970534376560679	0.970534376560679	0.970534376560679	NA	0
DOCK11	0.970529527709625	0.970529527709625	0.970529527709625	0.970529527709625	0.970529527709625	0.970529527709625	NA	0
C14orf142	0.9705179333333334	0.9705179333333334	0.9705179333333334	0.9705179333333334	0.9705179333333334	0.9705179333333334	NA	0
ZNF292	0.9705054833333333	0.9705054833333333	0.9705054833333333	0.9705054833333333	0.9705054833333333	0.9705054833333333	NA	0
SCAF4	0.97044235	0.97044235	0.97044235	0.97044235	0.97044235	0.97044235	NA	0
FTH1	0.9703509666666666	0.9703509666666666	0.9703509666666666	0.9703509666666666	0.9703509666666666	0.9703509666666666	NA	0
BAG2	0.9702673166666667	0.9702673166666667	0.9702673166666667	0.9702673166666667	0.9702673166666667	0.9702673166666667	NA	0
ZBTB42	0.9702233666666666	0.9702233666666666	0.9702233666666666	0.9702233666666666	0.9702233666666666	0.9702233666666666	NA	0
XPO7	0.9701871	0.9701871	0.9701871	0.9701871	0.9701871	0.9701871	NA	0
BC024306	0.970174	0.970174	0.970174	0.970174	0.970174	0.970174	NA	0
TRIP13	0.9701519166666667	0.9701519166666667	0.9701519166666667	0.9701519166666667	0.9701519166666667	0.9701519166666667	NA	0
ITGA9	0.9701164	0.9701164	0.9701164	0.9701164	0.9701164	0.9701164	NA	0
METRN	0.9700817500000001	0.9700817500000001	0.9700817500000001	0.9700817500000001	0.9700817500000001	0.9700817500000001	NA	0
RANBP3	0.9700710300000001	0.9700710300000001	0.9700710300000001	0.9700710300000001	0.9700710300000001	0.9700710300000001	NA	0
LOC389906	0.970065022696602	0.970065022696602	0.970065022696602	0.970065022696602	0.970065022696602	0.970065022696602	NA	0
BC062349	0.9700556	0.9700556	0.9700556	0.9700556	0.9700556	0.9700556	NA	0
TRIM32	0.9700354	0.9700354	0.9700354	0.9700354	0.9700354	0.9700354	NA	0
SMCHD1	0.969986	0.969986	0.969986	0.969986	0.969986	0.969986	NA	0
SRSF9	0.9699533	0.9699533	0.9699533	0.9699533	0.9699533	0.9699533	NA	0
C1orf162	0.9699493909349685	0.9699493909349685	0.9699493909349685	0.9699493909349685	0.9699493909349685	0.9699493909349685	NA	0
FHOD3	0.9698773	0.9698773	0.9698773	0.9698773	0.9698773	0.9698773	NA	0
MYO1B	0.96985835	0.96985835	0.96985835	0.96985835	0.96985835	0.96985835	NA	0
MIR3132	0.9698389	0.9698389	0.9698389	0.9698389	0.9698389	0.9698389	NA	0
TRAM1	0.9697176	0.9697176	0.9697176	0.9697176	0.9697176	0.9697176	NA	0
FBXO30	0.9696175	0.9696175	0.9696175	0.9696175	0.9696175	0.9696175	NA	0
MGC12965	0.9695553	0.9695553	0.9695553	0.9695553	0.9695553	0.9695553	NA	0
AK316321	0.9695453	0.9695453	0.9695453	0.9695453	0.9695453	0.9695453	NA	0
CSTB	0.9695277	0.9695277	0.9695277	0.9695277	0.9695277	0.9695277	NA	0
ATAD2B	0.9695262	0.9695262	0.9695262	0.9695262	0.9695262	0.9695262	NA	0
TRNA_Und	0.9695154	0.9695154	0.9695154	0.9695154	0.9695154	0.9695154	NA	0
C5orf45	0.969509225	0.969509225	0.969509225	0.969509225	0.969509225	0.969509225	NA	0
FAM86B1	0.9694976500000001	0.9694976500000001	0.9694976500000001	0.9694976500000001	0.9694976500000001	0.9694976500000001	NA	0
LOC729080	0.9694910999999999	0.9694910999999999	0.9694910999999999	0.9694910999999999	0.9694910999999999	0.9694910999999999	NA	0
MRPS34	0.969478	0.969478	0.969478	0.969478	0.969478	0.969478	NA	0
NOTUM	0.9693884500000001	0.9693884500000001	0.9693884500000001	0.9693884500000001	0.9693884500000001	0.9693884500000001	NA	0
HSPA14	0.9693555	0.9693555	0.9693555	0.9693555	0.9693555	0.9693555	NA	0
UNCX	0.9693357428571429	0.9693357428571429	0.9693357428571429	0.9693357428571429	0.9693357428571429	0.9693357428571429	NA	0
AK055785	0.969304	0.969304	0.969304	0.969304	0.969304	0.969304	NA	0
CLDN23	0.9693012999999999	0.9693012999999999	0.9693012999999999	0.9693012999999999	0.9693012999999999	0.9693012999999999	NA	0
BOP1	0.9692936	0.9692936	0.9692936	0.9692936	0.9692936	0.9692936	NA	0
HRAS	0.9692503	0.9692503	0.9692503	0.9692503	0.9692503	0.9692503	NA	0
UBE2QL1	0.9690624	0.9690624	0.9690624	0.9690624	0.9690624	0.9690624	NA	0
YRDC	0.969021533432795	0.969021533432795	0.969021533432795	0.969021533432795	0.969021533432795	0.969021533432795	NA	0
LOC147804	0.9689603	0.9689603	0.9689603	0.9689603	0.9689603	0.9689603	NA	0
PXMP2	0.96889956	0.96889956	0.96889956	0.96889956	0.96889956	0.96889956	NA	0
LRRC59	0.9688507	0.9688507	0.9688507	0.9688507	0.9688507	0.9688507	NA	0
KCNQ4	0.968803403623575	0.968803403623575	0.968803403623575	0.968803403623575	0.968803403623575	0.968803403623575	NA	0
RASL11B	0.9687922	0.9687922	0.9687922	0.9687922	0.9687922	0.9687922	NA	0
BACH2	0.9687850166666667	0.9687850166666667	0.9687850166666667	0.9687850166666667	0.9687850166666667	0.9687850166666667	NA	0
L77588	0.9686862	0.9686862	0.9686862	0.9686862	0.9686862	0.9686862	NA	0
LOC541473	0.9686491500000001	0.9686491500000001	0.9686491500000001	0.9686491500000001	0.9686491500000001	0.9686491500000001	NA	0
ENO1-AS1	0.9686033325100137	0.9686033325100137	0.9686033325100137	0.9686033325100137	0.9686033325100137	0.9686033325100137	NA	0
AK125463	0.96855115	0.96855115	0.96855115	0.96855115	0.96855115	0.96855115	NA	0
FUT8	0.96853475	0.96853475	0.96853475	0.96853475	0.96853475	0.96853475	NA	0
MCHR2	0.96853055	0.96853055	0.96853055	0.96853055	0.96853055	0.96853055	NA	0
DQ577785	0.9685213587281061	0.9685213587281061	0.9685213587281061	0.9685213587281061	0.9685213587281061	0.9685213587281061	NA	0
C11orf61	0.9684387333333333	0.9684387333333333	0.9684387333333333	0.9684387333333333	0.9684387333333333	0.9684387333333333	NA	0
C7orf13	0.9684365500000001	0.9684365500000001	0.9684365500000001	0.9684365500000001	0.9684365500000001	0.9684365500000001	NA	0
SAFB2	0.9683998	0.9683998	0.9683998	0.9683998	0.9683998	0.9683998	NA	0
ALG11	0.9683937	0.9683937	0.9683937	0.9683937	0.9683937	0.9683937	NA	0
GNA11	0.9683683666666667	0.9683683666666667	0.9683683666666667	0.9683683666666667	0.9683683666666667	0.9683683666666667	NA	0
XRRA1	0.96836611	0.96836611	0.96836611	0.96836611	0.96836611	0.96836611	NA	0
PRDM6	0.96832275	0.96832275	0.96832275	0.96832275	0.96832275	0.96832275	NA	0
SNTG2	0.9682634	0.9682634	0.9682634	0.9682634	0.9682634	0.9682634	NA	0
SULT1A3	0.9682349	0.9682349	0.9682349	0.9682349	0.9682349	0.9682349	NA	0
FBXW2	0.968213	0.968213	0.968213	0.968213	0.968213	0.968213	NA	0
YPEL2	0.9682112833333334	0.9682112833333334	0.9682112833333334	0.9682112833333334	0.9682112833333334	0.9682112833333334	NA	0
ASAP2	0.96820805	0.96820805	0.96820805	0.96820805	0.96820805	0.96820805	NA	0
MARK2P9	0.96817525	0.96817525	0.96817525	0.96817525	0.96817525	0.96817525	NA	0
PDE8B	0.9681689666666666	0.9681689666666666	0.9681689666666666	0.9681689666666666	0.9681689666666666	0.9681689666666666	NA	0
HSD11B1L	0.968063075	0.968063075	0.968063075	0.968063075	0.968063075	0.968063075	NA	0
RABL2B	0.9679528749999999	0.9679528749999999	0.9679528749999999	0.9679528749999999	0.9679528749999999	0.9679528749999999	NA	0
LOC100630918	0.96782995	0.96782995	0.96782995	0.96782995	0.96782995	0.96782995	NA	0
SNHG9	0.9677798	0.9677798	0.9677798	0.9677798	0.9677798	0.9677798	NA	0
ZNF517	0.96777375	0.96777375	0.96777375	0.96777375	0.96777375	0.96777375	NA	0
