Gene	average	median	min	max	Q1	Q3	var	IQR
BC039313	0.9454869222222222	0.9440454	0.9029785	0.9722167	0.933863	0.9660544	5.137430518269445e-4	0.03219139999999998
BC113076	0.9364693111111111	0.9439394	0.8705566	0.9616119	0.935944	0.9482575	6.906338849761106e-4	0.012313499999999977
AK001533	0.9377864777777778	0.9421046333333333	0.9039663666666666	0.9517823	0.9314459666666667	0.944868	2.1356898494555575e-4	0.01342203333333336
MIR4672	0.9241579222222223	0.940011	0.8507733	0.9488059	0.9296935	0.9435799	0.001212870105259446	0.013886400000000076
AB062083	0.9409397111111111	0.9394897	0.9257198	0.9613384	0.9301845	0.9447551	1.6260244961111166e-4	0.014570599999999989
MIR1307	0.9317905074074074	0.9392140333333333	0.8667707	0.9500986666666666	0.9373271666666667	0.9447339	6.84658553962438e-4	0.007406733333333304
SUMO1P1	0.9385143166666666	0.9389462	0.9245347	0.96388155	0.92682045	0.9467638	1.9569171592500012e-4	0.019943350000000026
GRID2IP	0.9330384888888889	0.9389184	0.8894094	0.961991	0.9226059	0.9475217	5.033390985761116e-4	0.024915800000000043
BC031304	0.9322223703703704	0.9388587	0.9083237666666667	0.9420049	0.9264386333333333	0.9401821666666667	1.2769072309540107e-4	0.013743533333333335
X15673	0.9404705888888889	0.9384243	0.9112469	0.9639605	0.9278674	0.9547133	3.29365193473611e-4	0.026845899999999978
KLHL10	0.9381199333333333	0.938184	0.9172537	0.9586741	0.9296141	0.9422352	1.6700005386500007e-4	0.012621100000000052
AK024242	0.9399284111111111	0.9381742	0.8866065	0.9692709500000001	0.93268035	0.9595290000000001	6.866534561173622e-4	0.02684865000000003
KIR2DL1	0.9056386	0.93704	0.7130605	0.9561166	0.8923826	0.9504922	0.0058801131703975	0.058109599999999983
MIR1237	0.9381829013888889	0.9359832875	0.9202425125	0.9486415875	0.9349354375	0.9458501	8.228970498658002e-5	0.01091466250000006
MIR1225	0.9353901694444444	0.9358863	0.9273526	0.942237675	0.9314544499999999	0.9379972	2.6760128303559286e-5	0.006542750000000042
SYCP3	0.9330970444444444	0.9354760333333333	0.9225996	0.9394533666666667	0.9313317833333333	0.9361429166666666	2.4806588778194425e-5	0.004811133333333273
Mir_887	0.9077318555555556	0.9352419	0.701766	0.9678485	0.9191377	0.9410183	0.006405249312832777	0.021880600000000028
LOC643529	0.9292079166666667	0.9344973	0.84653635	0.96109245	0.925206	0.944901625	0.0011072400174259361	0.019695624999999994
SLC25A31	0.9295199873015874	0.9342721428571429	0.8990765714285714	0.9474265714285715	0.9241319857142857	0.9384085857142858	1.9476727471104313e-4	0.014276600000000084
LOC641364	0.9292536555555555	0.9338462999999999	0.84984675	0.9640055999999999	0.9277374	0.94429405	0.0010539740553415272	0.01655664999999995
MIR30E	0.9234384956891634	0.932570634382127	0.8525579715880136	0.9497722133059195	0.920602049661254	0.946369553808036	0.001006890846995297	0.025767504146781972
MIR1-2	0.9100373666666667	0.9324301	0.6545914	0.9750567	0.9252656	0.9514877	0.009458879914369998	0.026222100000000026
AF086351	0.93000991355917	0.932375268007186	0.908071960064048	0.951157950670859	0.921592279855247	0.935843322640554	1.6768409591466773e-4	0.014251042785306978
TSSK4	0.9344669555555556	0.93139225	0.92643045	0.9484262	0.93090585	0.93865445	4.297763903090268e-5	0.007748599999999994
DQ575955	0.9245261888316032	0.93120862956607	0.860625574977001	0.952813481862325	0.919128845568078	0.93838835721162	7.006038809272102e-4	0.019259511643542004
septin 9/TNRC6C fusion	0.9238867888888889	0.9304045	0.8922555	0.947689	0.9136219	0.9321784	2.7455979190111116e-4	0.018556499999999976
AX746671	0.9271677361111111	0.930222	0.9009087	0.94093035	0.927034825	0.932822575	1.450679965582988e-4	0.00578774999999998
MIR590	0.9155468555555556	0.9298122	0.8769459	0.9421338	0.8996077	0.9359214	6.232873456927782e-4	0.036313700000000004
BC028204	0.9046925222222222	0.9297787	0.7900552	0.9368921	0.8937518	0.9327604	0.002205703280996946	0.03900860000000006
MIR369	0.9046171527777778	0.929681275	0.717785275	0.9429879	0.9149033	0.939415175	0.005141822341946007	0.024511875000000072
BC002534	0.9260667333333333	0.929487	0.9102124	0.9380570500000001	0.91943375	0.93042695	8.696971177749988e-5	0.010993199999999925
LOC442028	0.9124433925925926	0.9290255333333334	0.8371445666666667	0.9681949333333333	0.8678922	0.9401954333333333	0.0019681490131468822	0.07230323333333333
CMTM1	0.9242830181818181	0.9288072818181818	0.8978897181818182	0.9380518181818182	0.9129592181818181	0.9317757272727273	1.852461832002065e-4	0.01881650909090915
HSP90AB4P	0.9251452	0.9287485	0.8746114	0.9664894	0.9081974	0.9426349	7.255694733099998e-4	0.03443750000000001
RBM44	0.9229495796296296	0.9282726	0.8876518666666666	0.9423397833333333	0.9164168333333333	0.9391384666666667	3.8147200694137363e-4	0.022721633333333324
LRRC39	0.9213507222222223	0.9266783	0.8599793	0.9555593	0.9180847	0.9389985	8.246075290019439e-4	0.020913799999999982
DPH3P1	0.9237292333333333	0.9258312	0.8957423	0.9436587	0.9144078	0.9375146	2.4099615683249997e-4	0.023106799999999983
MIR1278	0.9216463	0.92417745	0.90884565	0.9313079	0.91809425	0.9254605499999999	5.5267457896875085e-5	0.007366299999999937
LOC255025	0.9217425	0.92416324	0.90819264	0.92989348	0.9194209600000001	0.9273676399999999	5.495004722299995e-5	0.007946679999999873
AX746826	0.9118528296296297	0.9239610666666667	0.8536750666666667	0.9538705	0.9055537666666666	0.9349319666666667	0.0012425613758553999	0.02937820000000002
FKBP10	0.9244175888888888	0.92372415	0.8665775499999999	0.96084035	0.91557405	0.9459249999999999	8.532957016379864e-4	0.030350949999999877
CTAG2	0.9208797059537585	0.923720060984606	0.835292214794048	0.964302942595273	0.916691520031812	0.948963693876588	0.00163514955168532	0.032272173844775986
MIR125A	0.9004017777777777	0.9233141	0.8184945	0.9325944	0.9152646	0.926547	0.002178727563604445	0.011282400000000026
CCDC79	0.9213250308641975	0.9232203777777778	0.9061733	0.9335966222222223	0.9151077666666667	0.9286768333333333	9.199684080823406e-5	0.013569066666666574
MRPL42P5	0.9117539666666666	0.9223558	0.8315829	0.9506837	0.8973233	0.9265275	0.0012079015383849993	0.029204199999999902
LOC729799	0.9212607888888888	0.9220851666666666	0.8819314	0.9431363333333334	0.9186792833333334	0.9258480833333333	2.913473645746525e-4	0.007168799999999975
MIR337	0.9090910888888889	0.9213253	0.8489334	0.9541754	0.8850873	0.9411444	0.0016444919264061112	0.05605709999999997
RPL21P44	0.9200135222222222	0.9208576	0.9011772	0.9392201	0.9089416	0.9277892	1.5872969219194436e-4	0.018847599999999964
AK095267	0.9133337555555555	0.9203095	0.8628865	0.9323104	0.9052889	0.9291316	4.8436617354027727e-4	0.023842699999999994
LOC100506655	0.9175966555555556	0.9201417	0.8965413	0.9322816	0.9149021	0.9207682	1.0492963250777791e-4	0.005866099999999985
AX748291	0.9215072444444444	0.919519	0.8371223	0.9736992	0.875536	0.9719505	0.002802398700477779	0.09641450000000007
POM121L1P	0.8858629377777778	0.91932732	0.75869384	0.95571096	0.8524266	0.9302861	0.005748278988857742	0.07785949999999997
RGPD4	0.910257637037037	0.9185417666666666	0.8688224666666666	0.9429661666666667	0.8890489333333333	0.9346256333333334	7.473663308062347e-4	0.045576700000000026
MIR3605	0.9125106529830904	0.918535501898689	0.876545315031119	0.934824106899373	0.909399005874379	0.927995929098465	4.35602499450501e-4	0.018596923224085904
FBXO22-AS1	0.9244715	0.9185149	0.9087101	0.9575881	0.9139514	0.9315633	2.3826633739750062e-4	0.017611900000000014
BSPH1	0.8220630111111111	0.9184463	0.4983151	0.9520122	0.7535049	0.9298369	0.029147897870018608	0.17633199999999993
LOC347411	0.8766396621407919	0.918352161266319	0.727007299270073	0.940969992722914	0.819125585810049	0.922360404813453	0.005931080338628285	0.10323481900340403
SNORD72	0.9076341222222222	0.917788	0.8512926	0.9374354	0.896408	0.9255168	7.917258187019457e-4	0.029108800000000046
DQ576584	0.9130517666666667	0.917771	0.8651048	0.9443366	0.9008977	0.9227561	5.056733202074999e-4	0.021858399999999945
SNORA46	0.9142168555555555	0.9176984	0.8919096	0.9288954	0.9074336	0.9234249	1.6131782149777832e-4	0.01599130000000004
KRT12	0.9187830555555556	0.9173702	0.8682967	0.9500699	0.90944	0.9314331	6.638979509527778e-4	0.021993099999999988
LRRC72	0.9147545518518518	0.9173428666666666	0.8983197666666667	0.9254823333333333	0.9117130333333333	0.921875	1.0023575526919737e-4	0.010161966666666689
BC040637	0.9221108111111112	0.917316	0.8907003	0.9565369	0.9121676	0.9398382	4.2164524208861126e-4	0.02767059999999999
ANGPTL7	0.9064687888888888	0.9162216	0.8761205	0.9256681	0.8924078	0.9189969	3.58622469153611e-4	0.026589100000000032
SNORA2A	0.9101956277777777	0.9158097000000001	0.8534154	0.9358294	0.9105764	0.9205285999999999	5.457514575988189e-4	0.009952199999999967
AY927499	0.9165076	0.9157879	0.9062986	0.9289466	0.9093267	0.9216601	6.96871797849999e-5	0.012333399999999939
IGBP1P1	0.9145329777777778	0.915239	0.8617815	0.9513155	0.9135882	0.9216851	5.376017604094448e-4	0.008096900000000073
LOC116437	0.8680128777777778	0.9149651	0.5803386	0.9681848	0.90544500000000006	0.9467826	0.018317165414154443	0.041337599999999974
HGC6.3	0.9151033314814815	0.9148712333333333	0.8842669666666667	0.9439304833333333	0.9123763	0.9208948666666666	3.008974954571831e-4	0.008518566666666616
IMPG2	0.9015604222222222	0.9148515	0.8030798	0.9313522	0.9053557	0.9229755	0.0016014698781319438	0.017619799999999963
SCARNA9L	0.9034264333333334	0.9147399	0.8305979	0.9483264	0.8850762	0.9311	0.0013544966333450007	0.04602380000000006
POU5F1P3	0.9152324851851852	0.9147101	0.8889968666666667	0.9394259333333334	0.900973	0.9251278000000001	2.625065397072537e-4	0.024154800000000032
HNRNPU-AS1	0.9127132888888889	0.9142908	0.8927862	0.9267846	0.9032761	0.9219054	1.775709763436108e-4	0.01862929999999996
DDX4	0.9115067411111111	0.91387147	0.8765268	0.92670659	0.90706812	0.92033608	2.199551787503607e-4	0.013267959999999968
COL10A1	0.8876923555555556	0.9135458	0.6555957	0.9902454	0.8687561	0.9429853	0.00985335227651028	0.0742292
LOC219731	0.9132713777777778	0.9134902	0.8844086	0.9442562	0.9005505	0.9186987	3.1750669796944456e-4	0.018148199999999948
LOC641746	0.9085069407407407	0.913369	0.8709727666666667	0.9396747	0.8908347	0.9195419	6.019956935057712e-4	0.028707200000000044
LINC00347	0.9056410444444445	0.9129239	0.8662015	0.9302191	0.8956822	0.9192743	4.2276004638027847e-4	0.023592100000000005
DQ593624	0.8985368111111111	0.9129083	0.7819765	0.9453365	0.8885851	0.9206164	0.002338194162863613	0.032031299999999985
DCLK3	0.9135769222222222	0.9128391	0.8924781	0.9391796	0.9004878	0.9263788	2.7190370450944437e-4	0.025890999999999997
IFIT1B	0.9124593111111111	0.9123227	0.8967825	0.9498125	0.8981457	0.9166558	2.693027976736105e-4	0.018510099999999974
SNORA22	0.9000473888888889	0.9121968	0.8524989	0.9326717	0.8645565	0.927382	0.0011175739067261128	0.06282550000000009
AX748212	0.9093003111111111	0.9120654	0.8886028333333333	0.9280244666666667	0.9010432666666667	0.9192629666666666	1.5687255003333334e-4	0.01821969999999995
BTN1A1	0.9117800444444444	0.9117734	0.8898514	0.9251204	0.907264	0.9202232	1.1576638111777795e-4	0.01295920000000006
FLJ42280	0.8926336333333333	0.9114286	0.7662338	0.9782552	0.8563567	0.9145225	0.004334141330882501	0.058165800000000045
PPP2R2D	0.9047190802469136	0.9112333444444445	0.8413026222222222	0.9335917555555555	0.8995373333333333	0.9235075444444445	7.329028670849629e-4	0.023970211111111195
bpl 41-16	0.9029693555555556	0.910861375	0.816929975	0.9528557	0.88361175	0.934417	0.0019652157463677772	0.050805250000000024
HDGFL1	0.9120000541666666	0.9108208	0.902736875	0.9246338374999999	0.9079312375	0.9138097000000001	4.3131211012421726e-5	0.005878462500000015
NOXRED1	0.907759137037037	0.9106148666666667	0.8867234333333334	0.9214957666666667	0.9035978333333333	0.9132396666666667	1.0617057318984554e-4	0.00964183333333335
DQ576634	0.9045575333333333	0.9104453	0.8611998	0.9286218	0.8984076	0.9139497	4.236626066675008e-4	0.015542100000000003
BC044611	0.9153390333333333	0.9096215	0.8111154	0.9763487	0.9007681	0.9470532	0.0023379043003649985	0.04628510000000008
SH3GL1P1	0.9116826555555556	0.9094415	0.8487459	0.9424885	0.9084043	0.9291114	7.379290780727767e-4	0.02070709999999998
SPHAR	0.8998430944444444	0.90936345	0.85486525	0.92181935	0.8913448500000001	0.9136021	4.883811951677774e-4	0.022257249999999895
MIR941-1	0.9008603888888889	0.9091267	0.8599253499999999	0.931220725	0.894439225	0.9170104	5.958393021989247e-4	0.022571175000000054
LOC100289673	0.9076120444444444	0.9090718	0.8719941	0.9308915	0.8987585	0.9163636	3.1274936518027764e-4	0.01760509999999993
SNORD92	0.8960942888888889	0.9090045	0.8207847	0.922459	0.9011242	0.9117944	0.001082430435923611	0.010670199999999963
CCL14-CCL15	0.9106826666666666	0.9089558	0.8901714	0.9398455	0.8973399	0.9245603	3.139349393750003e-4	0.027220400000000033
MIR629	0.9057232111111111	0.9089210999999999	0.87078835	0.9326401	0.8924420500000001	0.91564545	3.610590825267356e-4	0.023203399999999874
DQ597527	0.8902030944444445	0.9088231	0.7844537	0.927027525	0.87927345	0.920925225	0.0021728540353240264	0.041651774999999946
CAPNS2	0.9041674666666667	0.9087959	0.8387569	0.9406645	0.9003184	0.9137873	8.210466808174992e-4	0.013468900000000006
BC068088	0.9034318333333333	0.9085903	0.8571429	0.9391623	0.8956893	0.917555	8.21798139599999e-4	0.021865699999999988
LOC100505967	0.9034615222222222	0.9084411	0.8024142	0.965342	0.8839367	0.93827989999999994	0.0024530117936294453	0.054343199999999925
BC131768	0.8877891037037037	0.9083446000000001	0.8268023	0.9392327333333333	0.8466163	0.9195514333333333	0.0019975874083729022	0.07293513333333335
LIPM	0.9005890333333334	0.9083419	0.8489404	0.9288804	0.8861683	0.9146571	6.471330595549994e-4	0.02848879999999998
AK123298	0.8787442888888889	0.9083333	0.773824	0.9292702	0.838067	0.9249241	0.003053988966301113	0.08685710000000002
C3orf77	0.9071771933333334	0.90783044	0.88436143	0.92378214	0.90121294	0.91051575	1.3884062922325018e-4	0.009302809999999995
LOC646471	0.8987364777777778	0.9077705	0.8620051	0.9242139	0.8845636	0.9105981	4.3904100387194507e-4	0.02603449999999996
BC044609	0.9006778222222223	0.9075829	0.8313953	0.975005	0.843849	0.9377067	0.0027322284142444453	0.09385770000000004
SPINK1	0.9065481222222223	0.9073044	0.8814859	0.9269744	0.903548	0.9114721	1.6228721756944401e-4	0.00792409999999999
DQ590825	0.9185116888888889	0.907027	0.8753773	0.9785553	0.9011078	0.9321267	0.0012494873550511116	0.03101889999999996
TANC2	0.8990845666666667	0.9069169	0.839955	0.9300086	0.8918614	0.9106812	7.531986418425001e-4	0.018819799999999942
FTCD	0.9029189111111111	0.9068516	0.879534075	0.927633575	0.8960094249999999	0.9093370000000001	2.2952027782204842e-4	0.013327575000000147
MIR107	0.8928135555555555	0.9063187	0.8121528	0.9475069	0.8698407	0.9275362	0.0024247273194627776	0.05769550000000001
MIR2278	0.9042080444444445	0.9060961	0.86944	0.9327538	0.8959	0.91526130000000006	3.3045985710777756e-4	0.019361300000000026
OR5B21	0.8931431555555556	0.9060359	0.8575082	0.9204893	0.8669417	0.9116114	5.62707592245277e-4	0.04466969999999992
DQ597719	0.9029359222222222	0.9060226	0.8765784	0.9205924	0.8930654	0.9131596	2.0534251282944445e-4	0.02009419999999995
TEX12	0.8904018333333333	0.90564325	0.8313822	0.9301948250000001	0.868606325	0.907710825	9.305749826407825e-4	0.039104499999999986
LOC339894	0.8965996444444444	0.9055724	0.8655687	0.9234274	0.8867925	0.908222	3.692704687077782e-4	0.02142949999999999
SNORA42	0.9064901888888889	0.90556785	0.8768347000000001	0.9231177500000001	0.9023968	0.9184903	2.0391086149173585e-4	0.016093499999999983
AF188711	0.8967033111111111	0.9054274	0.8090395	0.9437993	0.878734	0.9219436	0.0016044480010861104	0.04320959999999996
MIR553	0.8945047111111111	0.905403	0.7983193	0.9331327	0.8954285	0.9114878	0.0014621553771386121	0.0160593
XIRP2	0.8401083111111112	0.9051886	0.6572959	0.9332342	0.7678825	0.9181311	0.012613281583968607	0.15024859999999995
SCARNA18	0.9090077222222223	0.9041782	0.8506271	0.9784317	0.8989939	0.9245509	0.0012393433925269447	0.02555699999999994
LOC100505576	0.8956942666666666	0.9040501	0.8611028	0.9330513	0.8707002	0.9171053	7.244983015375004e-4	0.04640509999999998
SPINK6	0.9019324111111111	0.9040259	0.840962	0.9386968	0.8932557	0.9161332	8.059532434261118e-4	0.022877499999999995
HORMAD1	0.9038403764843158	0.9040089869829206	0.8880640522395273	0.9201749467161513	0.8930039976255129	0.9075827492313852	1.2623882998630815e-4	0.014578751605872298
TMEM191A	0.9084499888888888	0.9039512	0.876398	0.9342517	0.8984216	0.9253731	3.528864237061106e-4	0.026951499999999906
MIR3918	0.9013858444444445	0.9038347	0.8895091	0.9124088	0.8973939	0.9048913	5.289677830277764e-5	0.007497399999999987
AK096233	0.8881184777777777	0.903777	0.7142857	0.957225	0.8925096	0.9280021	0.005590123120404445	0.03549250000000004
MIR1909	0.8993950641975309	0.9037162222222223	0.8774864777777778	0.9166941	0.8924144888888889	0.9062758	1.5572517661965359e-4	0.013861311111111108
JA429823	0.8826049305555556	0.903360825	0.7032094	0.92989385	0.883657025	0.91672575	0.004872011518186062	0.03306872500000002
AX747846	0.8967440666666666	0.9033319	0.8750773	0.9099423	0.8900699	0.9054678	1.569433521175004e-4	0.015397900000000075
HIST1H4G	0.8967597698412698	0.9031791428571428	0.8709959142857143	0.9168970428571428	0.8868645285714286	0.9077144714285714	2.824439430699201e-4	0.02084994285714281
AF075059	0.9132159222222223	0.9029444	0.8536646	0.9696884	0.8937538	0.9359398	0.0012061170944819442	0.042185999999999946
TAS2R3	0.90566285	0.9026850500000001	0.8793235500000001	0.9285766	0.89409605	0.9210214999999999	2.648200568299989e-4	0.026925449999999906
SNORA12	0.8970921333333334	0.9026346	0.7952239	0.9644916	0.8972292	0.9038133	0.0019420894640850006	0.006584100000000093
BC128459	0.8950670111111111	0.9026136	0.81996165	0.92113775	0.8930723	0.90926705	9.169888282561108e-4	0.016194749999999924
SNORD113-9	0.890072	0.9025556	0.8146281	0.9233347	0.8937161	0.9158467	0.001420550594400001	0.0221306
ST7-OT3	0.8949309055555555	0.90231595	0.8613580000000001	0.9202213	0.8897632	0.90545585	3.479286832577777e-4	0.015692649999999975
GSTM2P1	0.8944186833333333	0.9022855999999999	0.829435	0.93764285	0.88220005	0.9143716	0.0011545953265093742	0.03217154999999994
MIR3913-2	0.8887790555555556	0.9022517	0.794702	0.9323827	0.8741497	0.9075366	0.0018048141196077775	0.0333869
HUS1B	0.8982675158730159	0.9021367428571428	0.8711522285714286	0.9111649857142857	0.8949961857142857	0.9040607	1.3483802836231854e-4	0.009064514285714309
CATSPER2	0.8993418133333333	0.90196152	0.87047246	0.93289418	0.88745348	0.9101299	4.143068231822998e-4	0.02267642000000003
MIR335	0.8916858333333333	0.9018616	0.7938289	0.9389676	0.885925	0.9105379	0.0016733202653075015	0.02461290000000005
UMOD	0.8935961777777778	0.901685	0.8599286	0.9147659	0.8801588	0.9019938	3.0584265732444397e-4	0.021834999999999938
C10orf68	0.8781121333333334	0.9016746	0.7359892	0.921806	0.8858121	0.9039055	0.0032614564408950004	0.018093400000000037
FLJ23867	0.8890558388888888	0.9016002000000001	0.84443695	0.9112484000000001	0.8683409	0.9043332	5.460331411392374e-4	0.03599229999999998
MIR621	0.9019235555555556	0.9015979	0.8834302	0.9238649	0.8883836	0.9117532	2.058627375327774e-4	0.02336959999999999
FAM101B	0.9002743111111111	0.9015435	0.8651408	0.9275301	0.8951896	0.913496	4.8082356955111126e-4	0.018306399999999945
MBD5	0.8955761777777778	0.9014933333333334	0.8004941333333333	0.9319272666666667	0.8989736333333334	0.9228786	0.0016780378376088894	0.02390496666666664
AK130824	0.8960070888888889	0.9013259	0.8791873	0.9097229	0.8848418	0.9063423	1.540568512136115e-4	0.021500500000000033
LOC641367	0.8995914805555556	0.9010937625000001	0.8530982375	0.9272682125	0.8977700125	0.90975665000000006	4.5367714722391095e-4	0.011986637500000064
ZNF699	0.8896648555555555	0.9010255	0.8383209	0.9216164	0.8774829	0.9105953	8.45832393907777e-4	0.03311240000000004
LOC731424	0.9118307888888889	0.9008213	0.8759124	0.9603596	0.8977712	0.9285981	8.751036112986094e-4	0.03082689999999999
HIST1H1T	0.8948252277777777	0.9001172	0.8611402875	0.9071291375	0.8921726375	0.905893225	2.474815951072173e-4	0.013720587500000048
ERCC6	0.8931838111111111	0.8995993	0.7773138	0.9431616	0.8877888	0.9193652	0.002262216739518609	0.03157639999999995
WEE2	0.8975956111111111	0.8994798	0.8697116	0.9139983	0.8915697	0.9057729	1.8189388439111088e-4	0.014203199999999971
DQ577610	0.9019630444444444	0.899444	0.8898981	0.9266125	0.8948209	0.9065917	1.397947779502773e-4	0.01177079999999997
MIR2116	0.8967208296296296	0.8994048666666666	0.8720009	0.9060325333333333	0.8968488	0.9044199	1.2467483787067938e-4	0.007571100000000053
MIR617	0.8922417222222222	0.899314	0.8484018	0.919175	0.880493	0.9016234	4.5273542420694427e-4	0.021130399999999994
HIST1H2AA	0.8890691349206349	0.8992727571428571	0.8412497285714285	0.9190001714285715	0.8695868714285714	0.9115212714285714	6.854480932028126e-4	0.04193440000000004
C3orf49	0.9053597555555556	0.8991908	0.8568762	0.9596263	0.8675933	0.934355	0.0014098632044877793	0.06676170000000003
RNF148	0.8939858111111111	0.8990881	0.7976879	0.9290626	0.89838	0.9052798	0.0014109689563511106	0.0068998000000000115
SNORD18C	0.8937871	0.8990175	0.8460072	0.930873	0.8815567	0.9084589	7.156693806999992e-4	0.026902199999999987
CG030	0.8771426444444445	0.8990079	0.7121212	0.9389844	0.879793	0.9016956	0.004254609647527779	0.021902599999999994
ARHGAP35	0.8984778444444445	0.8989049333333333	0.8776873666666667	0.9249952	0.8844663333333334	0.9039037333333333	2.2798318225666683e-4	0.019437399999999938
MIR4667	0.9026891	0.8987801	0.8776575	0.9281947	0.8954567	0.9129525	2.397495693225002e-4	0.01749579999999995
SLC15A5	0.8796921333333333	0.8985845	0.7305273	0.9477958	0.8824912	0.907723	0.0040557445550850005	0.025231799999999915
ZIM3	0.8644026777777778	0.8983941	0.6946294	0.9136596	0.8473174	0.8995463	0.004677067378989447	0.05222890000000002
LOC200772	0.8996024555555555	0.8983886999999999	0.88612735	0.92253195	0.8876736000000001	0.90703915	1.7123437751590307e-4	0.019365549999999954
TSPYL6	0.8957615555555556	0.8983857857142857	0.8493669714285714	0.9258538285714286	0.8965335428571428	0.9020657	4.0287167429502293e-4	0.0055321571428571525
LRRC10	0.8999441166666666	0.8980364000000001	0.8797834499999999	0.9220164	0.89710665	0.9080039	1.5362497996625012e-4	0.01089724999999997
AK131021	0.894793111111111	0.8980144999999999	0.86418405	0.91243895	0.8856003	0.9055603999999999	2.4816332969111076e-4	0.019960099999999925
LDHAL6B	0.9010741222222223	0.8978316833333333	0.8886364666666666	0.9162052333333334	0.8929105666666667	0.9087700166666667	1.0044736674652812e-4	0.015859449999999997
SUMO4	0.8953004148148148	0.8977777166666666	0.8718044	0.9153913166666666	0.8813044999999999	0.9059518	2.1578801074628e-4	0.02464730000000004
CR749668	0.8910151074074074	0.8977629333333333	0.7963956	0.9295008	0.8891349	0.9080619666666666	0.0014272339685518832	0.01892706666666666
DND1	0.8762601888888889	0.897687025	0.816546625	0.91475915	0.848888525	0.9036697499999999	0.0014786702961187674	0.05478122499999993
BC139719	0.8772448111111111	0.8976316	0.7724955	0.9444667	0.8521348	0.9088801	0.0032366013176911117	0.0567453
ZFAT-AS1	0.8961447777777778	0.8974282	0.8747921	0.9240328	0.8863454	0.9044603	2.3376008492944486e-4	0.018114900000000045
SOHLH2	0.8958728185185185	0.8967814	0.8719930333333333	0.9206811333333333	0.8910718777777777	0.8999842666666666	1.6413535033654324e-4	0.0089123888888889
LRRC69	0.8879159111111111	0.8966859666666667	0.8122092666666667	0.9154365333333333	0.8905175666666667	0.9059534333333333	0.0010223688071216658	0.015435866666666631
AK055364	0.8930749074074074	0.89665955	0.8563702333333333	0.92155435	0.8848413166666667	0.9030531166666667	3.3884587000611896e-4	0.0182118
AK126209	0.8741531222222222	0.895998	0.768	0.9169829	0.8527919	0.9070622	0.0026546117075144436	0.054270299999999994
SCARNA11	0.8913624222222223	0.8958454	0.87041645	0.9080162	0.8745163	0.9040069	2.3270951598319456e-4	0.029490599999999922
DQ585914	0.8959769694444445	0.895757475	0.874747225	0.914281275	0.8860069500000001	0.9061376999999999	1.7005654526512068e-4	0.020130749999999864
TKTL2	0.8890615746031746	0.8956547714285714	0.8544505285714286	0.9042867857142858	0.8869766857142857	0.9009159571428571	3.0133860800437667e-4	0.013939271428571431
DNAJC5G	0.8926417074074074	0.8955909333333333	0.7822450666666667	0.9524874999999999	0.8595792333333333	0.9461319666666667	0.003448767863362159	0.08655273333333335
TAS2R4	0.8765075333333333	0.8952812	0.747137	0.9093159	0.8718269	0.902285	0.0025751427930949975	0.030458100000000043
