Gene	NORM_diff	TN_diff	LuminalA_diff	LuminalB_diff	Luminal_HER2_diff	HER2_diff	InVitro_diff
GDF6	NA	NA	NA	-0.38996732666666667	-0.32026716	NA	-0.80552811
L3MBTL4	NA	NA	NA	-0.39116153428571426	NA	NA	-0.8784257771428572
SLFN11	NA	NA	NA	-0.3947814442857144	NA	NA	-0.8290990657142857
INA	NA	NA	NA	-0.39530129999999997	NA	NA	-0.69311405
RASGRF2	NA	NA	NA	-0.39670537299999997	-0.335474853	NA	-0.755375613
TMEM101	NA	NA	NA	-0.39683616363636365	NA	NA	-0.7022965363636364
FAM89A	NA	NA	NA	-0.3987989379407635	NA	NA	-0.8666405673598198
GREM1	NA	NA	NA	-0.4148529999999999	NA	NA	-0.765038425
AJAP1	NA	NA	NA	-0.4225045300325496	NA	NA	-0.7870653351858107
HOXD13	NA	NA	NA	-0.4500715903630547	NA	NA	-0.7267429102728014
LOC339807	NA	NA	NA	-0.45267755	NA	NA	-0.6827984749999999
EN2	NA	NA	NA	-0.4545210350000001	NA	NA	-0.77635431
C5orf39	NA	NA	NA	-0.46938732937500005	NA	NA	-0.725858660625
RCN3	NA	NA	NA	-0.54751605	-0.40510740000000006	NA	-0.6635289500000001
CLECL1	NA	NA	NA	NA	0.3310789	NA	-0.3980801
FSTL1	NA	NA	NA	NA	-0.30189375000000007	NA	-0.727583375
EVI1	NA	NA	NA	NA	-0.30367495	NA	-0.73815265
CHRNA4	NA	NA	NA	NA	-0.3048319	NA	-0.8285228
B3GNT5	NA	NA	NA	NA	-0.30923304961538467	NA	-0.7878010342307692
TCF24	NA	NA	NA	NA	-0.31533539999999993	NA	-0.673793775
B3GAT2	NA	NA	NA	NA	-0.31615441833333335	NA	-0.7485663433333334
GBX2	NA	NA	NA	NA	-0.31669783749999997	NA	-0.7748356875
KRT7	NA	NA	NA	NA	-0.3177333633333334	NA	-0.7485363549999999
EMILIN2	NA	NA	NA	NA	-0.31828139833333335	NA	-0.8110295233333333
FOXF2	NA	NA	NA	NA	-0.320912875	NA	-0.7601361500000001
SFRP1	NA	NA	NA	NA	-0.3235762314285714	NA	-0.7133944242857143
PSAT1	NA	NA	NA	NA	-0.3245914266666666	NA	-0.8463230933333333
ASCL2	NA	NA	NA	NA	-0.3327002474583334	NA	-0.7596990224583333
ADAMTS2	NA	NA	NA	NA	-0.33426654875	NA	-0.88281314875
ST8SIA5	NA	NA	NA	NA	-0.33488355000000003	NA	-0.7489076
FCHSD1	NA	NA	NA	NA	-0.33856630750000005	NA	-0.8274240860000001
SOX7	NA	NA	NA	NA	-0.33951574333333334	NA	-0.8428002099999999
SNX31	NA	NA	NA	NA	-0.35072383499999993	NA	-0.79882532875
SH3RF3	NA	NA	NA	NA	-0.3530385749999999	NA	-0.712440665
HS3ST4	NA	NA	NA	NA	-0.354327565	NA	-0.863873065
LINC00092	NA	NA	NA	NA	-0.3736377066666666	NA	-0.7778680233333334
ZFP28	NA	NA	NA	NA	-0.381100065	NA	-0.8252080150000001
PRDM16	NA	NA	NA	NA	-0.3811584494945053	NA	-0.8539974436858782
IGFBP7	NA	NA	NA	NA	-0.3846727978571428	NA	-0.8099500049999999
MIR520C	NA	NA	NA	NA	NA	NA	0.35984405
ZNF536	NA	NA	NA	NA	NA	NA	-0.30008884999999996
GGT1	NA	NA	NA	NA	NA	NA	-0.3001249071428571
ABHD11-AS1	NA	NA	NA	NA	NA	NA	-0.3004088833333334
ZP1	NA	NA	NA	NA	NA	NA	-0.30041663333333335
LINC00479	NA	NA	NA	NA	NA	NA	-0.30047691666666665
GUCY2F	NA	NA	NA	NA	NA	NA	-0.3005300875
C19orf77	NA	NA	NA	NA	NA	NA	-0.3005837899999999
LAPTM5	NA	NA	NA	NA	NA	NA	-0.3006180249999999
CES1	NA	NA	NA	NA	NA	NA	-0.30068352499999995
CLEC4G	NA	NA	NA	NA	NA	NA	-0.3007599125000001
HPN	NA	NA	NA	NA	NA	NA	-0.3008336400000001
PSD3	NA	NA	NA	NA	NA	NA	-0.30083723500000004
LOC646813	NA	NA	NA	NA	NA	NA	-0.3009134000000001
BBOX1	NA	NA	NA	NA	NA	NA	-0.30095570000000005
KIAA0748	NA	NA	NA	NA	NA	NA	-0.3013203400000001
DQ593900	NA	NA	NA	NA	NA	NA	-0.30137737499999995
LOC100505782	NA	NA	NA	NA	NA	NA	-0.3014529166666666
RAPGEF1	NA	NA	NA	NA	NA	NA	-0.301465828
ODZ4	NA	NA	NA	NA	NA	NA	-0.30147064474999996
LECT1	NA	NA	NA	NA	NA	NA	-0.3015667000000001
PROZ	NA	NA	NA	NA	NA	NA	-0.30159978333333337
CCR2	NA	NA	NA	NA	NA	NA	-0.30162055
AQP10	NA	NA	NA	NA	NA	NA	-0.30169253333333335
CATSPER4	NA	NA	NA	NA	NA	NA	-0.3017139666666666
RHOH	NA	NA	NA	NA	NA	NA	-0.30184436000000003
AK055772	NA	NA	NA	NA	NA	NA	-0.3019248
OR14C36	NA	NA	NA	NA	NA	NA	-0.30192849999999993
C9orf4	NA	NA	NA	NA	NA	NA	-0.3019852999999999
CHADL	NA	NA	NA	NA	NA	NA	-0.30202807499999995
DQ571917	NA	NA	NA	NA	NA	NA	-0.30212400000000006
CCL1	NA	NA	NA	NA	NA	NA	-0.302257875
STON2	NA	NA	NA	NA	NA	NA	-0.30236585000000005
PNMAL2	NA	NA	NA	NA	NA	NA	-0.30241374
MOGAT3	NA	NA	NA	NA	NA	NA	-0.3024285333333332
FSHR	NA	NA	NA	NA	NA	NA	-0.30245935
NXT2	NA	NA	NA	NA	NA	NA	-0.30252567644614514
LILRB2	NA	NA	NA	NA	NA	NA	-0.3026116000000001
TMEM92	NA	NA	NA	NA	NA	NA	-0.302739275
C1orf200	NA	NA	NA	NA	NA	NA	-0.3028248288605565
MIR3065	NA	NA	NA	NA	NA	NA	-0.3028495
MIR25	NA	NA	NA	NA	NA	NA	-0.3029396666666667
AK291164	NA	NA	NA	NA	NA	NA	-0.30294097500000006
MST1P9	NA	NA	NA	NA	NA	NA	-0.30296144999999997
CCDC166	NA	NA	NA	NA	NA	NA	-0.3030291800000001
AK304483	NA	NA	NA	NA	NA	NA	-0.30306279999999997
CFB	NA	NA	NA	NA	NA	NA	-0.3031995833333334
MEG3	NA	NA	NA	NA	NA	NA	-0.30322763333333325
LOC285370	NA	NA	NA	NA	NA	NA	-0.3033203785714286
LOC100131726	NA	NA	NA	NA	NA	NA	-0.30351403749999994
LOC283299	NA	NA	NA	NA	NA	NA	-0.3035768999999999
ZPBP	NA	NA	NA	NA	NA	NA	-0.30358308449999993
IL27RA	NA	NA	NA	NA	NA	NA	-0.30384895
SNORA61	NA	NA	NA	NA	NA	NA	-0.3039161600000001
EPHX3	NA	NA	NA	NA	NA	NA	-0.30396471818181814
MMRN2	NA	NA	NA	NA	NA	NA	-0.3039681875
HEPH	NA	NA	NA	NA	NA	NA	-0.30402805
SASH3	NA	NA	NA	NA	NA	NA	-0.3042016285714285
LRRN4CL	NA	NA	NA	NA	NA	NA	-0.3043425666666667
AK311383	NA	NA	NA	NA	NA	NA	-0.30437755
CSMD3	NA	NA	NA	NA	NA	NA	-0.3045147958333334
PFN3	NA	NA	NA	NA	NA	NA	-0.3046563200000001
KCNE1	NA	NA	NA	NA	NA	NA	-0.30471976666666667
CYP11A1	NA	NA	NA	NA	NA	NA	-0.3047368686363636
MORC2	NA	NA	NA	NA	NA	NA	-0.30485870000000004
AX747124	NA	NA	NA	NA	NA	NA	-0.3049293999999999
BC043573	NA	NA	NA	NA	NA	NA	-0.30495055000000004
RXFP4	NA	NA	NA	NA	NA	NA	-0.3050229499999999
FRMD8P1	NA	NA	NA	NA	NA	NA	-0.30516564999999995
GPR35	NA	NA	NA	NA	NA	NA	-0.3053034333333333
GPR18	NA	NA	NA	NA	NA	NA	-0.3053599
SLC9B2	NA	NA	NA	NA	NA	NA	-0.3054353531249999
ADARB2-AS1	NA	NA	NA	NA	NA	NA	-0.30556003333333337
ARSE	NA	NA	NA	NA	NA	NA	-0.3056860787870165
CD86	NA	NA	NA	NA	NA	NA	-0.3056885899999999
IL1RN	NA	NA	NA	NA	NA	NA	-0.3057111
COX4I2	NA	NA	NA	NA	NA	NA	-0.305781142857143
BX537548	NA	NA	NA	NA	NA	NA	-0.305842575
RASGRP4	NA	NA	NA	NA	NA	NA	-0.3058672166666666
SLC18A1	NA	NA	NA	NA	NA	NA	-0.30597335000000014
RPE65	NA	NA	NA	NA	NA	NA	-0.30603565
WISP1	NA	NA	NA	NA	NA	NA	-0.30614743
EPB49	NA	NA	NA	NA	NA	NA	-0.30622359708333335
GPR144	NA	NA	NA	NA	NA	NA	-0.3062351375
MYOZ3	NA	NA	NA	NA	NA	NA	-0.30625
CR936796	NA	NA	NA	NA	NA	NA	-0.3062687875899778
DRP2	NA	NA	NA	NA	NA	NA	-0.30637205
DVL1	NA	NA	NA	NA	NA	NA	-0.30644935671103224
ATP11A	NA	NA	NA	NA	NA	NA	-0.30646770624999997
KRTDAP	NA	NA	NA	NA	NA	NA	-0.30658008571428574
ZSCAN29	NA	NA	NA	NA	NA	NA	-0.30661079999999996
PLA2G4F	NA	NA	NA	NA	NA	NA	-0.30673513333333335
PNLIPRP1	NA	NA	NA	NA	NA	NA	-0.30679239999999997
GLYCAM1	NA	NA	NA	NA	NA	NA	-0.3068067
DPEP1	NA	NA	NA	NA	NA	NA	-0.30689586999999996
ABCA6	NA	NA	NA	NA	NA	NA	-0.30690487499999997
CECR5	NA	NA	NA	NA	NA	NA	-0.3069057975
OR8K5	NA	NA	NA	NA	NA	NA	-0.3070916
TMEM114	NA	NA	NA	NA	NA	NA	-0.30720850000000005
SNORD58C	NA	NA	NA	NA	NA	NA	-0.30730285
PMPCA	NA	NA	NA	NA	NA	NA	-0.3073491816666667
SLC26A9	NA	NA	NA	NA	NA	NA	-0.30746271000000003
FAM71D	NA	NA	NA	NA	NA	NA	-0.3075674833333333
NPW	NA	NA	NA	NA	NA	NA	-0.30761553166666666
AKR1B10	NA	NA	NA	NA	NA	NA	-0.3076209000000001
ZEB2_AS1_4	NA	NA	NA	NA	NA	NA	-0.30778122499999994
VWA3A	NA	NA	NA	NA	NA	NA	-0.30784988999999996
ANP32C	NA	NA	NA	NA	NA	NA	-0.3078525624999999
SCN7A	NA	NA	NA	NA	NA	NA	-0.3078731166666666
TRA@	NA	NA	NA	NA	NA	NA	-0.30799297071428566
MIR3147	NA	NA	NA	NA	NA	NA	-0.30810153333333334
SSR4P1	NA	NA	NA	NA	NA	NA	-0.30826046250000005
TBX4	NA	NA	NA	NA	NA	NA	-0.30847803333333335
INHBC	NA	NA	NA	NA	NA	NA	-0.3087852750000001
S100A3	NA	NA	NA	NA	NA	NA	-0.3088655
CIDEC	NA	NA	NA	NA	NA	NA	-0.30902715562499994
KCNMB2	NA	NA	NA	NA	NA	NA	-0.30914932000000006
C1S	NA	NA	NA	NA	NA	NA	-0.3091733666666667
ITPRIP	NA	NA	NA	NA	NA	NA	-0.30932921558823523
GLDN	NA	NA	NA	NA	NA	NA	-0.30956023
ZIM2	NA	NA	NA	NA	NA	NA	-0.30958025
SNORD18A	NA	NA	NA	NA	NA	NA	-0.3096260375
TUSC5	NA	NA	NA	NA	NA	NA	-0.3096536333333334
SCN2B	NA	NA	NA	NA	NA	NA	-0.30971262499999996
ZMYND15	NA	NA	NA	NA	NA	NA	-0.309782353
CTSW	NA	NA	NA	NA	NA	NA	-0.3101045874999999
CD300E	NA	NA	NA	NA	NA	NA	-0.3102056166666667
FAM26D	NA	NA	NA	NA	NA	NA	-0.3102777166666667
GPR132	NA	NA	NA	NA	NA	NA	-0.31031507
XDH	NA	NA	NA	NA	NA	NA	-0.3104551333333334
C14orf177	NA	NA	NA	NA	NA	NA	-0.31047317500000005
DEFB124	NA	NA	NA	NA	NA	NA	-0.31055663
IGHD	NA	NA	NA	NA	NA	NA	-0.31056400000000006
OR1G1	NA	NA	NA	NA	NA	NA	-0.3105707
DMRTC2	NA	NA	NA	NA	NA	NA	-0.3106705166666667
ACOX2	NA	NA	NA	NA	NA	NA	-0.3108404166666666
CLDN2	NA	NA	NA	NA	NA	NA	-0.31093473000000005
GIMAP6	NA	NA	NA	NA	NA	NA	-0.31107000000000007
LOC100130417	NA	NA	NA	NA	NA	NA	-0.31110110160299165
POU6F1	NA	NA	NA	NA	NA	NA	-0.311377456
SOD3	NA	NA	NA	NA	NA	NA	-0.31141022222222214
AX229788	NA	NA	NA	NA	NA	NA	-0.31146228750000005
PLEKHA4	NA	NA	NA	NA	NA	NA	-0.31146509999999994
SGIP1	NA	NA	NA	NA	NA	NA	-0.3116591932149243
BC070247	NA	NA	NA	NA	NA	NA	-0.31174495
SCG5	NA	NA	NA	NA	NA	NA	-0.3119282750000001
PDE1A	NA	NA	NA	NA	NA	NA	-0.31198365714285714
LOC100132163	NA	NA	NA	NA	NA	NA	-0.31201290000000004
LOC732275	NA	NA	NA	NA	NA	NA	-0.31212258125000003
ECT2L	NA	NA	NA	NA	NA	NA	-0.31216671666666673
ZNF311	NA	NA	NA	NA	NA	NA	-0.3122098307692307
USP9Y	NA	NA	NA	NA	NA	NA	-0.31224975
PHACTR1	NA	NA	NA	NA	NA	NA	-0.3123984125
LOC100240735	NA	NA	NA	NA	NA	NA	-0.31244635
VIT	NA	NA	NA	NA	NA	NA	-0.3126110000000001
NOXO1	NA	NA	NA	NA	NA	NA	-0.31264017499999996
KIF25	NA	NA	NA	NA	NA	NA	-0.31272028333333335
MUM1L1	NA	NA	NA	NA	NA	NA	-0.31272269999999996
C7orf62	NA	NA	NA	NA	NA	NA	-0.31283927499999997
CYP2E1	NA	NA	NA	NA	NA	NA	-0.31309877142857145
MIR670	NA	NA	NA	NA	NA	NA	-0.3131142166666667
SERPINF1	NA	NA	NA	NA	NA	NA	-0.31326328571428574
NAPSB	NA	NA	NA	NA	NA	NA	-0.3132877
KRT83	NA	NA	NA	NA	NA	NA	-0.3133222666666666
MAG	NA	NA	NA	NA	NA	NA	-0.3133295750000001
CAPS	NA	NA	NA	NA	NA	NA	-0.31338042
