Gene	average	median	min	max	Q1	Q3	var	IQR
SLC25A31	0.9317422089285714	0.9311256928571429	0.9216216285714286	0.9473225571428572	0.9255587392857143	0.9355778571428572	7.38816724713664e-5	0.010019117857142934
AF086351	0.9294664007362785	0.931051640458606	0.902104624101993	0.969192932496279	0.92014205928539194	0.932564599491944	3.7355098238315215e-4	0.01242254020655209
MIR1237	0.930427440625	0.929257475	0.9191393875	0.9422924375	0.925214915625	0.9347283781250001	6.462181580650664e-5	0.00951346250000007
DPH3P1	0.9320197875	0.928886	0.9138123	0.9589174	0.92357775	0.9380674999999999	2.551669995726787e-4	0.014489749999999968
MIR4672	0.932734175	0.9288837	0.9204872	0.9505077	0.9257212750000001	0.94057395	1.1769560789071409e-4	0.01485267499999987
LOC641364	0.9272195	0.9285744	0.9055191	0.93736625	0.9248621499999999	0.9346887125000001	1.0258656684571415e-4	0.009826562500000136
MIR1-2	0.9130428625	0.9279993	0.8520646	0.9482272	0.8940429	0.931865725	0.001014686403779823	0.037822825000000004
FKBP10	0.9199541375	0.9271564999999999	0.8910419	0.93842665	0.908161375	0.9325311375	3.2646357127910685e-4	0.024369762500000003
AK096233	0.932857575	0.9270319	0.8951129	0.9666502	0.91919885	0.955122975	6.28664709199286e-4	0.03592412499999997
MIR337	0.9147345125	0.9265591	0.8076376	0.9525053	0.911987775	0.942333075	0.0021269703117841082	0.03034530000000002
OR5B3	0.9245258125	0.925579	0.8747502	0.9512641	0.9160557250000001	0.942797275	6.03894428424106e-4	0.026741549999999892
AX746671	0.9258302	0.9244922125	0.91611385	0.939171075	0.9210609875000001	0.929216175	6.11114696708927e-5	0.008155187499999883
BC002534	0.92404565	0.92447395	0.9094316499999999	0.93919675	0.9172109749999999	0.9302092	8.975213926285776e-5	0.01299822500000003
SUMO1P1	0.92686465625	0.9243293499999999	0.91341815	0.9566273000000001	0.91466635	0.9316188249999999	2.2315505233745615e-4	0.016952474999999967
bpl 41-16	0.920362271875	0.9241252	0.871711075	0.9422537	0.91863208125	0.9318017562500001	4.5737868648936366e-4	0.013169675000000103
KIR2DL1	0.84904355	0.9231048500000001	0.614711	0.9582822	0.8189883250000001	0.93120315	0.021222677964042858	0.11221482499999991
LOC729799	0.9246905354166667	0.9227963333333333	0.9123621666666667	0.9412484833333333	0.9177197625	0.9296950541666666	1.0069484324574871e-4	0.011975291666666665
MIR1225	0.925695346875	0.9227645	0.914379075	0.9404197	0.91696615	0.9336593875	1.1424392542775656e-4	0.016693237499999958
LOC100505967	0.895493475	0.9220398999999999	0.8119909	0.9365622	0.869561	0.9263443249999999	0.002241586909262143	0.05678332499999983
MIR590	0.9194986125	0.92193255	0.8826119	0.9438964	0.911854425	0.93155475	3.765597537469635e-4	0.019700324999999963
IGBP1P1	0.921892	0.92170505	0.8936555	0.9504567	0.902867225	0.94082175	5.212442274857145e-4	0.03795452499999996
MIR30E	0.8996692513857167	0.9209456083920867	0.8047494038372005	0.9516627780706675	0.8663190507600056	0.9355210773324981	0.0025911042099721524	0.06920202657249253
LOC643529	0.9255503281249999	0.9206496125	0.89962365	0.9583132	0.9166516499999999	0.9357174374999999	3.6337770658989967e-4	0.019065787499999987
POU5F1P3	0.9121325124999999	0.9202331166666666	0.866664	0.9453846333333333	0.9007822249999999	0.9221048500000001	5.549253788126793e-4	0.02132262500000015
BC040637	0.8995776625	0.91967675	0.7239829	0.9424767	0.9190712	0.9235023	0.005107104682648393	0.004431100000000021
CCL14-CCL15	0.911790975	0.91871155	0.8805556	0.9498084	0.8832441	0.928078575	6.958524719707146e-4	0.04483447500000004
CCDC79	0.9110075472222222	0.9172332611111111	0.8539522555555555	0.9333983444444445	0.9134003416666666	0.9209094888888888	5.938543790445417e-4	0.007509147222222179
X15673	0.9151396375	0.9165921	0.8820138	0.9569231	0.8951236	0.9276392	6.302181359626791e-4	0.03251559999999998
LRRC39	0.908008275	0.91633095	0.8730635	0.9525066	0.8835942749999999	0.919697575	7.722894377821434e-4	0.03610330000000017
DCAF4L2	0.9105941944444444	0.9153102444444444	0.8674954333333333	0.9285146	0.9055466138888888	0.9246347166666666	3.975331833534742e-4	0.019088102777777838
ERCC6	0.8948348625	0.9152403	0.7259522	0.952954	0.8926361500000001	0.937998175	0.005301359144062675	0.04536202499999997
BTN1A1	0.9127318625	0.9149238	0.8960072	0.9245939	0.907869025	0.920011875	1.0317898734553566e-4	0.012142850000000038
KRT12	0.92070135	0.91490425	0.9002648	0.9495994	0.912513925	0.9278737	2.4976773915142867e-4	0.015359775000000075
SNORA46	0.9056475125	0.9144863999999999	0.8725374	0.9291895	0.88636135	0.92359485	5.499937935555351e-4	0.03723349999999992
BC007984	0.9044764750000001	0.9141086666666667	0.8329990666666667	0.9267895666666667	0.9042154083333334	0.9193350333333334	9.038250142361113e-4	0.015119625000000081
HGC6.3	0.9154803958333333	0.9138430833333333	0.8934964666666667	0.9358052833333333	0.9078201916666666	0.9215154291666667	1.9943492498124992e-4	0.013695237500000124
SPHAR	0.90817353125	0.9133334	0.88347885	0.92290555	0.9013621	0.9181275625	2.2869966533495555e-4	0.016765462499999995
ANGPTL7	0.912351075	0.9131787	0.8912276	0.9298768	0.908504675	0.917574925	1.3876367487642823e-4	0.009070250000000057
GLYATL3	0.8732259125	0.91303385	0.7036165	0.9463763	0.8362206000000001	0.92636595	0.007021228672152678	0.0901453499999999
LOC731424	0.9093763	0.91288675	0.8812131	0.937013	0.89110535	0.9235509	4.038204063428564e-4	0.032445549999999934
MIR1278	0.91405031875	0.91247665	0.89832775	0.9341086999999999	0.9019972624999999	0.9258679125	1.8242977812495497e-4	0.023870650000000104
BC028204	0.8980293	0.9122106000000001	0.798746	0.9529832	0.88498495	0.920828	0.002178621159151431	0.03584304999999999
MIR1307	0.8917879333333334	0.9119095666666667	0.7179044	0.9552565666666667	0.890752225	0.9386158666666667	0.006169466145205082	0.04786364166666679
DQ593624	0.8972132	0.9113783	0.7785533	0.947312	0.90007605	0.915803925	0.0025359350669342863	0.015727874999999947
DDX4	0.91199729625	0.911289775	0.8999994099999999	0.92400271	0.9087108775	0.9153806175	5.2818853704626924e-5	0.00666973999999998
LRRC72	0.9112134125	0.9112439166666667	0.8993411333333333	0.9243836	0.9066986	0.91378965	6.0641508264107056e-5	0.007091049999999988
LOC100506655	0.90584995	0.91115415	0.8852887	0.9142699	0.901859875	0.9129823	1.1356549267999968e-4	0.011122425000000047
LOC219731	0.911241975	0.91091375	0.8934308	0.9282774	0.905634475	0.9158457	1.2538795627357166e-4	0.010211224999999935
HSP90AB4P	0.9087610375	0.91090815	0.8686051	0.9503192	0.896012225	0.9154962	5.873739408741074e-4	0.019483974999999987
MIR335	0.9067863	0.91055175	0.8685882	0.9401001	0.88821675	0.9261602500000001	7.045832175999995e-4	0.03794350000000013
MRPL42P5	0.9142999	0.9101167	0.8932098	0.9389821	0.899997025	0.9294017	3.0112603037714246e-4	0.02940467499999999
HNRNPU-AS1	0.8313574	0.90977175	0.4990423	0.9416667	0.832275975	0.9254500499999999	0.027531040791111426	0.09317407499999997
LOC116437	0.828933475	0.9095637999999999	0.274122	0.9586479	0.85998345	0.9298493250000001	0.05149340687675929	0.06986587500000008
RPL21P44	0.9087693125	0.9093962	0.8942789	0.9265514	0.900756375	0.914208425	1.1185705424696427e-4	0.013452049999999938
septin 9/TNRC6C fusion	0.9006752	0.90889575	0.8665383	0.9251715	0.88208255	0.917417425	4.930417818314288e-4	0.03533487499999999
HDGFL1	0.9069208875	0.9088068375	0.889608	0.913778825	0.905533640625	0.911699221875	5.963217651888403e-5	0.006165581249999996
AF075059	0.9081260375	0.90874925	0.8808234	0.9265152	0.8966604	0.92338315	2.8721137328267815e-4	0.026722750000000017
DQ576584	0.9069876	0.9086613	0.8781716	0.9325968	0.896814525	0.916525325	2.9427821545428514e-4	0.019710799999999917
RBM44	0.902690175	0.9086310083333333	0.8425037833333333	0.9336861333333333	0.8906390208333334	0.9202880625000001	8.570625328169052e-4	0.02964904166666671
LOC255025	0.903936955	0.9085333	0.85818794	0.92424574	0.900784925	0.917158585	4.416436518879724e-4	0.016373660000000068
SNORA12	0.90366735	0.9084164	0.8729683	0.9292638	0.885639775	0.9170292999999999	4.1185960199142783e-4	0.03138952499999992
BC043544	0.8982804	0.9081357000000001	0.865117	0.9311445	0.868389525	0.9165555999999999	7.391438598799999e-4	0.04816607499999992
TMEM191A	0.9077606625	0.9079576	0.8436305	0.9486486	0.893772825	0.930501675	0.0010843553841369646	0.036728850000000035
C3orf77	0.907464845	0.90791455	0.88741307	0.92070604	0.9059150324999999	0.911163245	9.785592250162825e-5	0.005248212500000071
HIST1H2AA	0.9081425982142858	0.9075431857142857	0.8936000000000001	0.9254931000000001	0.8967646321428572	0.9177402821428571	1.7719774014853887e-4	0.0209756499999999
IMPG2	0.9072181375	0.9074074000000001	0.8715782	0.9409329	0.8871208	0.92789365	7.1140417157125e-4	0.04077284999999997
BC068088	0.9081881125	0.90735565	0.8907053	0.9298869	0.899327575	0.9146795249999999	1.7365541318124965e-4	0.015351949999999892
CAPNS2	0.905070625	0.9073455500000001	0.8842342	0.9260123	0.8952966250000001	0.913399475	1.8509478387928588e-4	0.018102849999999893
MIR3913-2	0.9024284124999999	0.9071859	0.8382176	0.9474297	0.884122025	0.927374725	0.0012961224300412507	0.04325269999999992
AX747846	0.8988691	0.9070327499999999	0.8467042	0.9169008	0.90143835	0.908373925	5.048394947799995e-4	0.006935574999999972
FBXO22-AS1	0.91009665	0.9065948500000001	0.8931278	0.9281792	0.9016597499999999	0.9229924749999999	1.8287269865714255e-4	0.021332725000000052
FTMT	0.90241736	0.9065763	0.86515716	0.92890808	0.89119793	0.9179246999999999	4.6123996098537163e-4	0.0267267699999999
AK131021	0.90330180625	0.9065294749999999	0.8760363	0.9354376	0.8913831249999999	0.912105175	3.915977521188837e-4	0.020722050000000047
RPS10P7	0.907071300604698	0.9061243472808824	0.869610068083351	0.944639881503425	0.8981231115002297	0.9219694046857094	5.798727337382334e-4	0.023846293185479706
SPATA22	0.9005453910714286	0.9060171571428571	0.8723934571428572	0.9180746571428571	0.8901814928571428	0.9115026749999999	2.564779858215113e-4	0.021321182142857165
SPINK1	0.90563205	0.9058133500000001	0.8851578	0.9237663	0.9000871	0.9131657	1.4713744451428574e-4	0.01307859999999994
DQ597719	0.9076763375	0.9056918	0.876728	0.9386704	0.897865725	0.9192193	3.9368820084839304e-4	0.021353575000000014
AF188711	0.9094291875	0.905607	0.8429603	0.9974227	0.883300925	0.9300266500000001	0.0023305843833069636	0.04672572500000005
CR749668	0.906238075	0.9055772666666666	0.8904359	0.9258641666666667	0.9009664	0.9095976833333332	1.073549826475402e-4	0.008631283333333295
MIR629	0.9091443875	0.905407675	0.89106185	0.9264413	0.9021625249999999	0.9185558500000001	1.4918689304125015e-4	0.016393325000000125
LOC100289673	0.9011262625	0.90496215	0.8732113	0.9211377	0.8951652	0.9084202499999999	2.485522024998213e-4	0.013255049999999935
LOC641746	0.8860480791666667	0.9047436833333333	0.8164885666666667	0.9432123666666666	0.8415242250000001	0.924664875	0.0026245210605548995	0.08314064999999993
TAS2R3	0.8930060875	0.9043928000000001	0.8114688	0.91589075	0.898710975	0.9079668125	0.0011489769170298216	0.00925583750000003
DCLK3	0.9055908874999999	0.9042744	0.8968394	0.92506	0.90042205	0.9069018750000001	7.464412207839298e-5	0.006479825000000106
GSTM2P1	0.8997086375	0.9039642	0.8714489999999999	0.9202979	0.8872512374999999	0.9114883625	2.7529955810767906e-4	0.02423712500000008
MEPE	0.8936432875	0.9037129500000001	0.8430592	0.9328291	0.878031425	0.91230825	9.417765534469634e-4	0.034276825000000066
AK125749	0.9013373125	0.90362755	0.8780885	0.9194841	0.8974806249999999	0.908192125	1.6521661881553574e-4	0.010711500000000096
AF055024	0.904828975	0.9035722	0.8728306	0.9430142	0.8936012000000001	0.9149286999999999	5.795662444821431e-4	0.021327499999999833
SCARNA18	0.896727175	0.9031907	0.8408819	0.9470052	0.881453475	0.9135286	0.0012183272194935721	0.03207512499999998
OR5B21	0.8993885625	0.9030688	0.8620453	0.9180446	0.895473025	0.912514525	3.331955010626783e-4	0.01704149999999993
BC044609	0.9058269	0.9029140499999999	0.8564536	0.9845582	0.8839248249999999	0.9152697	0.0014557834923342864	0.03134487500000005
MIR125A	0.90269395	0.902862	0.8710055	0.9381918	0.8934066999999999	0.9097290250000001	4.353891690885724e-4	0.016322325000000193
IFIT1B	0.90346835	0.9026993999999999	0.8741519	0.9246509	0.8930413500000001	0.92281125	3.9412804502e-4	0.029769899999999905
SLC15A5	0.8863294375	0.90252365	0.8238694	0.9149444	0.8694577750000001	0.904023475	9.247970671798217e-4	0.03456569999999992
LOC347411	0.8984280869761958	0.9024913809441311	0.873351379369925	0.921629021218344	0.8863907342554885	0.9070831512066808	2.403052874083819e-4	0.020692416951192283
TRIM78P	0.8616852125	0.90248985	0.5574	0.942504	0.8722730999999999	0.9230879	0.01584914609649268	0.05081480000000005
LDHAL6B	0.90230541875	0.9021627166666666	0.8908648166666666	0.9166880166666667	0.893712525	0.9101823125	1.0391994358654292e-4	0.016469787500000055
OR2T1	0.8777408125	0.90201915	0.6915503	0.9264101	0.8935911249999999	0.9089174750000001	0.005845318681001252	0.015326350000000155
SNORD92	0.8999886500000001	0.9018801000000001	0.8736796	0.9253707	0.8952302999999999	0.9059037749999999	2.2826208080285683e-4	0.010673474999999932
AX748212	0.8878222666666666	0.9018605333333334	0.7690351999999999	0.9172724333333333	0.8958319583333333	0.9115299166666666	0.0023842309095542876	0.015697958333333317
PPP2R2D	0.9001759180555555	0.9017860944444445	0.8835967222222222	0.9224976777777778	0.8870003277777778	0.9073389611111111	1.9994383704578293e-4	0.0203386333333333
SNORA42	0.89749109375	0.9017303	0.8749159	0.9167576500000001	0.8833598874999999	0.9073377625	2.6092381866388515e-4	0.023977875000000037
WEE2	0.8986383375	0.9016832	0.855601	0.9213498	0.896726825	0.9070193999999999	3.823339667483935e-4	0.010292574999999915
CMTM1	0.8728780806818182	0.9013132227272728	0.6462335272727272	0.9366931727272727	0.8876656500000001	0.9152931522727272	0.00891837404021756	0.027627502272727145
SERPINC1	0.89823410625	0.9012895750000001	0.8837727	0.9113667	0.887779125	0.9064516250000001	1.1962466112531276e-4	0.018672500000000092
NOXRED1	0.9007407625	0.9012710333333334	0.8867727333333333	0.9120370666666667	0.8923636333333334	0.9101614416666666	1.0092931839506e-4	0.01779780833333322
ARHGAP35	0.8952791708333333	0.9010710333333334	0.8719725333333334	0.9090673666666667	0.8850926416666667	0.9055445916666667	1.9420893484807509e-4	0.020451949999999997
AK123298	0.8926910375	0.90098285	0.8360125	0.9148043	0.8893719250000001	0.908491175	6.880599482455346e-4	0.01911924999999992
LOC100129138	0.9036065086437262	0.90040130977012	0.8719228362614245	0.938106344610652	0.8899819569984606	0.9179051823270803	4.619560347261595e-4	0.027923225328619683
AA06	0.9066432875	0.9002121999999999	0.8558349	0.961615	0.889641	0.92474175	0.0011630884399212516	0.035100750000000014
AK093525	0.8969578625	0.9000770499999999	0.8741249666666666	0.9139006333333334	0.8862427749999999	0.9069527083333333	2.1486337812839335e-4	0.020709933333333375
CPNE1	0.899859075	0.8997232	0.87433255	0.9161809999999999	0.8937711875000001	0.910614625	1.853844749892858e-4	0.016843437499999947
LRRC69	0.891789775	0.8997208000000001	0.8403494666666667	0.9166729333333333	0.876983025	0.9115943416666666	7.106873906888107e-4	0.034611316666666614
AX748291	0.894652475	0.8996571	0.7956856	0.9772586	0.845543025	0.941051975	0.004011397890879286	0.09550895000000004
RGPD4	0.8902729125	0.8995841333333333	0.8266287333333333	0.9176741333333334	0.8842661999999999	0.9098898083333333	9.004792779441081e-4	0.025623608333333436
AY927499	0.9035206875	0.8995497	0.8661174	0.9508171	0.8847989749999999	0.9154642749999999	7.849775547155355e-4	0.030665300000000006
MBD5	0.8958642125	0.8986844333333334	0.8624139666666667	0.9145353333333334	0.8940604583333333	0.9043100416666666	2.4959808390886897e-4	0.010249583333333367
MIR597	0.89992195	0.8985673000000001	0.8724593	0.9277183	0.8875567249999999	0.9128250250000001	3.855903515514283e-4	0.025268300000000132
CDX1	0.8981630482142857	0.8985239285714286	0.8543282571428572	0.9501596714285715	0.8754135321428572	0.9088707892857143	0.0010136286574574894	0.03345725714285708
LINC00347	0.896762825	0.8984645	0.8816829	0.90727	0.889598825	0.90548895	1.0425914804500008e-4	0.015890124999999977
GAGE13	0.8647463964528056	0.8978461651043255	0.674361934077209	0.922169258419942	0.8612128764461613	0.9089738676981101	0.0066637803638301095	0.04776099125194877
LOC641367	0.895727803125	0.89779975625	0.879124825	0.9132901250000001	0.883918103125	0.9057114125	1.674732842621322e-4	0.021793309375000014
DAZL	0.89454324875	0.8976854400000001	0.87380187	0.90441246	0.8915798349999999	0.902774505	1.1849663420272656e-4	0.011194670000000073
LOC153910	0.89141985	0.8976119	0.8418922	0.9133028	0.8879324	0.9028565	4.91418646491429e-4	0.014924099999999996
MIR3605	0.8998480805992273	0.897472493289776	0.878533277321011	0.926187363834423	0.889480022300713	0.9078459974632725	2.4487464259962023e-4	0.018365975162559556
AK127969	0.8977730416666666	0.8973986166666666	0.8812205333333333	0.9092960666666666	0.8924255166666666	0.9068111916666666	9.930757756912697e-5	0.014385674999999987
AK098763	0.8703157	0.89729495	0.7829908	0.9225538	0.822740475	0.90695405	0.002878841522225713	0.08421357499999993
ACRV1	0.89022015	0.8972924	0.8217315	0.9277362	0.8795748	0.906794175	0.0010414554709314296	0.027219375000000046
TANC2	0.896692	0.8971086	0.8589512	0.9262473	0.882400525	0.9169005	5.821720402028569e-4	0.034499975000000016
C19orf18	0.891893025	0.8970615	0.8379545	0.9190675	0.8888483	0.9038856	5.94631551702142e-4	0.01503729999999992
DQ577610	0.892775675	0.8969990999999999	0.8722555	0.9089187	0.8884687749999999	0.899832025	1.717951138250002e-4	0.011363250000000158
AK095267	0.8790858125	0.8967335000000001	0.7386376	0.9285753	0.8768106250000001	0.9101942249999999	0.0035752406126926778	0.03338359999999985
HORMAD1	0.8420822317512762	0.8965252295021717	0.4196761805456767	0.9218874426907928	0.8886282641507514	0.912810598176754	0.029292767126817207	0.024182334026002672
MIR941-1	0.890193828125	0.8962738875	0.839828225	0.90868	0.88995175	0.9022751437500001	4.886900749382932e-4	0.012323393750000022
BC041900	0.8846382312500001	0.8962156750000001	0.7933803500000001	0.91092345	0.883192375	0.9070086250000001	0.00148272945966924	0.023816250000000094
AK057657	0.8925378125	0.8961849	0.8336665	0.9237603	0.8789678	0.9163924250000001	8.964075957698221e-4	0.0374246250000001
SCARNA14	0.8907457125	0.896013	0.85971855	0.9161863	0.8811869999999999	0.9044828625	4.340617219598225e-4	0.023295862500000042
FTCD	0.895045878125	0.895759625	0.8534199	0.922074875	0.88920894375	0.90493784375	4.2887773443239937e-4	0.015728899999999935
SNORA2A	0.89049379375	0.8957116	0.84383555	0.9193534	0.8752694875	0.9045323875	6.36600334992456e-4	0.02926289999999998
DQ601342	0.9012981291666666	0.8956463666666666	0.8857076	0.9260664666666667	0.8866164916666668	0.9157484666666668	2.759133571334724e-4	0.029131974999999977
MIR107	0.8941208625	0.8955883499999999	0.8072468	0.9526432	0.8724869000000001	0.92681055	0.0021500471610255345	0.054323649999999946
FUNDC2P2	0.8810284928571428	0.8954635285714285	0.7752055857142857	0.9330089857142857	0.8708173857142858	0.9066086428571429	0.0024299106768829164	0.035791257142857136
MIR3918	0.8882660375	0.89535845	0.8594125	0.9052688	0.8825329000000001	0.897208975	2.705572289541069e-4	0.0146760749999999
RNF148	0.858087675	0.8952581	0.5519028	0.9652701	0.8834104	0.900715675	0.016163424113007856	0.01730527500000001
SH3GL1P1	0.892023875	0.8951734499999999	0.8633025	0.9167683	0.8761595999999999	0.9061863750000001	3.8942564348500074e-4	0.030026775000000172
TUBA3D	0.8907069642857143	0.8950537214285714	0.8580509714285715	0.9146559142857144	0.8822146392857143	0.9031207000000001	3.48644871527114e-4	0.0209060607142858
AK128656	0.89146885	0.8949536	0.8628314	0.9124471	0.875538225	0.9069878	3.410871767485709e-4	0.03144957500000001
LOC339894	0.8930714375	0.89481175	0.8710226	0.9136654	0.8757814749999999	0.9092984749999999	3.1296583728839314e-4	0.03351700000000002
PKD1P1	0.892641775	0.8946621	0.8687276	0.9121926	0.8861734	0.8989517	1.8970735437928547e-4	0.01277830000000002
HMGN2P46	0.8822467375	0.8944317500000001	0.8095576	0.937874	0.8514494	0.91174605	0.0018294439705541078	0.06029664999999995
RGL4	0.889749425	0.8943630666666667	0.8616473333333333	0.9064359	0.8872781416666667	0.8969252666666667	2.443649704665873e-4	0.009647124999999979
DQ576634	0.8952102749999999	0.8943403	0.8740302	0.9124704	0.8878104	0.9076555000000001	1.8467358119642847e-4	0.01984510000000006
TMEM207	0.8954942125	0.89431025	0.8427684	0.9422878	0.8875089749999999	0.9074263750000001	8.118790114383936e-4	0.019917400000000196
CATSPER2	0.891850905	0.89402323	0.85930134	0.9142327	0.887039035	0.90092991	2.6833964694705705e-4	0.01389087499999997
ZBTB20-AS1	0.8929931	0.893991675	0.8781843	0.9133152	0.87992015	0.9004506875	1.7579241632571406e-4	0.0205305375
FHDC1	0.890587775	0.8939618	0.8719707	0.9125247	0.877136075	0.8996457250000001	2.0369137650785694e-4	0.022509650000000048
SRGAP2	0.8812528875	0.8938611000000001	0.739112	0.9242351	0.8900946000000001	0.910652	0.003484532581749822	0.020557399999999948
BC128459	0.8984346062499999	0.893846825	0.8814522499999999	0.9282379000000001	0.8839153500000001	0.9095515125000001	2.890809825617418e-4	0.025636162500000004
AK126209	0.887433	0.8938461	0.8197828	0.9205099	0.88234445	0.903519025	9.087153185885705e-4	0.021174575000000084
CLEC9A	0.8865826160714285	0.8933501071428571	0.8547224571428571	0.9089210142857143	0.8673820357142857	0.9040963535714286	4.638524314323875e-4	0.03671431785714285
LIPM	0.890679225	0.8931823	0.8654997	0.9123112	0.8790314499999999	0.901832925	2.593612152735713e-4	0.02280147500000007
TEX12	0.896206471875	0.8931631375	0.86893565	0.925973975	0.8765035000000001	0.9155230562500001	5.189188868243642e-4	0.039019556249999976
LOC100303749	0.889703475	0.8931526999999999	0.838497	0.9205781	0.87758545	0.909328925	7.025258537249982e-4	0.031743474999999965
MTVR2	0.8902539	0.89299595	0.8469682	0.9186615	0.8832721	0.90057645	4.6344375786857217e-4	0.01730434999999997
BC139719	0.87869185	0.89285975	0.8145447	0.9441849	0.844672	0.9042205249999999	0.0021645354436714286	0.05954852499999996
FNDC8	0.8860645875	0.8928282000000001	0.8406709	0.9092138	0.8788659499999999	0.8982723	4.5827321625839263e-4	0.019406350000000128
BC032915	0.8865940375	0.8927430000000001	0.8556327	0.9018468	0.876346625	0.8982203750000001	2.5986162015696393e-4	0.021873750000000025
